DATE,PRECIPITATION,MAX TEMP,MIN TEMP
2018-07-01,0.13000,92.0,72.0
2018-07-02,0.00000,93.0,74.0
2018-07-03,0.00001,92.0,75.0
2018-07-04,0.16000,85.0,70.0
2018-07-05,0.52000,89.0,71.0
2018-07-06,0.51000,88.0,71.0
2018-07-07,0.02000,90.0,71.0
2018-07-08,0.03000,91.0,72.0
2018-07-09,0.00001,90.0,75.0
2018-07-10,0.00001,93.0,73.0
2018-07-11,0.00000,93.0,76.0
2018-07-12,0.00000,95.0,73.0
2018-07-13,0.00001,94.0,76.0
2018-07-14,0.00000,94.0,73.0
2018-07-15,0.54000,91.0,75.0
2018-07-16,0.00001,94.0,75.0
2018-07-17,0.17000,94.0,75.0
2018-07-18,0.49000,90.0,75.0
2018-07-19,0.66000,89.0,74.0
2018-07-20,0.43000,87.0,75.0
2018-07-21,0.26000,90.0,76.0
2018-07-22,2.43000,94.0,70.0
2018-07-23,0.06000,91.0,70.0
2018-07-24,0.07000,89.0,73.0
2018-07-25,0.10000,90.0,75.0
2018-07-26,0.17000,90.0,75.0
2018-07-27,1.21000,91.0,75.0
2018-07-28,1.23000,91.0,74.0
2018-07-29,0.04000,91.0,75.0
2018-07-30,0.00001,89.0,74.0
2018-07-31,0.01000,90.0,74.0
2018-08-01,0.73000,92.0,71.0
2018-08-02,0.03000,92.0,75.0
2018-08-03,0.26000,92.0,75.0
2018-08-04,0.00000,91.0,75.0
2018-08-05,0.04000,92.0,77.0
2018-08-06,0.00001,91.0,76.0
2018-08-07,0.00001,94.0,75.0
2018-08-08,0.82000,93.0,74.0
2018-08-09,1.58000,94.0,70.0
2018-08-10,0.07000,88.0,74.0
2018-08-11,0.00001,88.0,75.0
2018-08-12,0.39000,89.0,74.0
2018-08-13,0.00001,91.0,74.0
2018-08-14,0.02000,91.0,73.0
2018-08-15,0.00001,91.0,73.0
2018-08-16,0.38000,94.0,76.0
2018-08-17,0.00001,93.0,76.0
2018-08-18,0.00000,93.0,75.0
2018-08-19,0.64000,94.0,74.0
2018-08-20,0.00001,93.0,73.0
2018-08-21,0.23000,92.0,75.0
2018-08-22,0.53000,90.0,74.0
2018-08-23,0.03000,91.0,74.0
2018-08-24,0.00001,91.0,74.0
2018-08-25,0.01000,92.0,75.0
2018-08-26,0.00000,92.0,75.0
2018-08-27,0.33000,91.0,75.0
2018-08-28,0.35000,91.0,73.0
2018-08-29,0.28000,87.0,74.0
2018-08-30,0.00000,87.0,74.0
2018-08-31,0.00000,91.0,77.0
2018-09-01,0.02000,91.0,76.0
2018-09-02,0.56000,90.0,75.0
2018-09-03,0.12000,88.0,75.0
2018-09-04,0.00001,90.0,75.0
2018-09-05,0.01000,91.0,77.0
2018-09-06,0.00001,90.0,76.0
2018-09-07,0.02000,86.0,75.0
2018-09-08,0.35000,90.0,73.0
2018-09-09,0.38000,89.0,73.0
2018-09-10,0.01000,91.0,74.0
2018-09-11,0.00000,90.0,75.0
2018-09-12,0.00001,92.0,77.0
2018-09-13,0.00001,92.0,77.0
2018-09-14,0.00000,94.0,75.0
2018-09-15,0.00000,94.0,78.0
2018-09-16,0.05000,94.0,77.0
2018-09-17,0.00000,93.0,75.0
2018-09-18,0.00000,93.0,76.0
2018-09-19,0.00000,94.0,75.0
2018-09-20,0.03000,94.0,74.0
2018-09-21,0.17000,91.0,76.0
2018-09-22,0.00000,89.0,75.0
2018-09-23,0.01000,88.0,75.0
2018-09-24,0.03000,92.0,74.0
2018-09-25,0.00000,93.0,74.0
2018-09-26,0.00000,93.0,74.0
2018-09-27,0.15000,95.0,75.0
2018-09-28,0.00000,93.0,77.0
2018-09-29,0.00000,93.0,75.0
2018-09-30,0.00000,92.0,75.0
2018-10-01,0.01000,88.0,75.0
2018-10-02,0.00001,88.0,75.0
2018-10-03,0.00000,90.0,71.0
2018-10-04,0.00000,88.0,72.0
2018-10-05,0.00000,91.0,72.0
2018-10-06,0.00000,91.0,72.0
2018-10-07,0.56000,89.0,74.0
2018-10-08,0.40000,87.0,74.0
2018-10-09,0.16000,90.0,74.0
2018-10-10,0.00001,90.0,77.0
2018-10-11,0.42000,89.0,76.0
2018-10-12,0.00000,89.0,73.0
2018-10-13,0.00000,88.0,69.0
2018-10-14,0.00000,90.0,69.0
2018-10-15,0.00000,91.0,74.0
2018-10-16,0.00000,92.0,73.0
2018-10-17,0.00000,92.0,73.0
2018-10-18,0.00000,91.0,71.0
2018-10-19,0.67000,88.0,73.0
2018-10-20,0.00000,89.0,71.0
2018-10-21,0.00000,80.0,65.0
2018-10-22,0.00000,84.0,64.0
2018-10-23,0.00001,83.0,66.0
2018-10-24,0.00001,84.0,69.0
2018-10-25,0.00001,83.0,68.0
2018-10-26,0.02000,86.0,68.0
2018-10-27,0.00000,74.0,62.0
2018-10-28,0.00000,76.0,55.0
2018-10-29,0.00000,84.0,51.0
2018-10-30,0.00000,84.0,61.0
2018-10-31,0.00000,84.0,62.0
2018-11-01,0.00000,85.0,61.0
2018-11-02,0.04000,86.0,67.0
2018-11-03,0.00000,74.0,56.0
2018-11-04,1.71000,83.0,63.0
2018-11-05,0.00000,82.0,68.0
2018-11-06,0.00000,86.0,69.0
2018-11-07,0.00000,87.0,67.0
2018-11-08,0.04000,88.0,71.0
2018-11-09,0.00000,87.0,70.0
2018-11-10,0.00000,83.0,66.0
2018-11-11,0.00000,85.0,63.0
2018-11-12,0.07000,84.0,69.0
2018-11-13,0.01000,86.0,67.0
2018-11-14,0.00001,88.0,71.0
2018-11-15,0.16000,75.0,56.0
2018-11-16,0.00000,65.0,47.0
2018-11-17,0.00000,76.0,48.0
2018-11-18,0.00000,82.0,58.0
2018-11-19,0.00000,81.0,64.0
2018-11-20,0.04000,78.0,62.0
2018-11-21,0.00000,76.0,58.0
2018-11-22,0.00000,74.0,53.0
2018-11-23,0.00001,81.0,62.0
2018-11-24,0.00000,85.0,63.0
2018-11-25,0.00000,79.0,63.0
2018-11-26,0.14000,85.0,61.0
2018-11-27,0.00000,64.0,48.0
2018-11-28,0.00000,57.0,39.0
2018-11-29,0.00000,64.0,44.0
2018-11-30,0.00000,79.0,47.0
2018-12-01,0.00001,82.0,64.0
2018-12-02,0.00000,87.0,69.0
2018-12-03,0.42000,87.0,67.0
2018-12-04,0.69000,73.0,59.0
2018-12-05,0.00000,62.0,44.0
2018-12-06,0.00000,70.0,43.0
2018-12-07,0.00000,76.0,51.0
2018-12-08,0.00000,80.0,58.0
2018-12-09,1.19000,73.0,62.0
2018-12-10,0.00001,62.0,43.0
2018-12-11,0.00000,57.0,41.0
2018-12-12,0.00000,68.0,39.0
2018-12-13,0.00000,75.0,55.0
2018-12-14,0.01000,77.0,66.0
2018-12-15,0.75000,73.0,59.0
2018-12-16,0.00000,67.0,54.0
2018-12-17,0.00000,65.0,49.0
2018-12-18,0.00000,71.0,48.0
2018-12-19,0.08000,76.0,49.0
2018-12-20,3.65000,70.0,62.0
2018-12-21,0.01000,65.0,53.0
2018-12-22,0.00000,62.0,46.0
2018-12-23,0.00000,68.0,42.0
2018-12-24,0.00000,70.0,45.0
2018-12-25,0.00000,74.0,51.0
2018-12-26,0.00000,77.0,56.0
2018-12-27,0.00001,80.0,61.0
2018-12-28,0.00000,82.0,70.0
2018-12-29,0.00000,81.0,68.0
2018-12-30,0.00000,82.0,69.0
2018-12-31,0.00000,84.0,66.0
2019-01-01,0.00000,83.0,62.0
2019-01-02,0.00000,83.0,63.0
2019-01-03,0.00000,83.0,63.0
2019-01-04,0.13000,83.0,63.0
2019-01-05,0.00000,70.0,53.0
2019-01-06,0.00000,71.0,47.0
2019-01-07,0.00000,79.0,53.0
2019-01-08,0.00000,79.0,55.0
2019-01-09,0.00000,73.0,53.0
2019-01-10,0.00000,61.0,44.0
2019-01-11,0.00000,74.0,48.0
2019-01-12,0.00000,78.0,54.0
2019-01-13,0.00000,81.0,56.0
2019-01-14,0.00000,67.0,50.0
2019-01-15,0.00000,61.0,47.0
2019-01-16,0.00000,60.0,44.0
2019-01-17,0.00000,74.0,44.0
2019-01-18,0.00000,76.0,48.0
2019-01-19,0.00000,80.0,50.0
2019-01-20,0.45000,67.0,45.0
2019-01-21,0.00000,62.0,38.0
2019-01-22,0.00000,73.0,44.0
2019-01-23,0.00001,79.0,58.0
2019-01-24,0.76000,76.0,55.0
2019-01-25,0.00000,63.0,44.0
2019-01-26,0.00000,64.0,48.0
2019-01-27,2.01000,56.0,48.0
2019-01-28,0.15000,58.0,45.0
2019-01-29,0.00000,68.0,42.0
2019-01-30,0.00000,56.0,44.0
2019-01-31,0.00000,65.0,44.0
2019-02-01,0.00000,75.0,53.0
2019-02-02,0.03000,77.0,61.0
2019-02-03,0.00000,73.0,61.0
2019-02-04,0.00001,70.0,55.0
2019-02-05,0.00000,78.0,52.0
2019-02-06,0.00000,81.0,53.0
2019-02-07,0.00000,82.0,56.0
2019-02-08,0.00000,83.0,58.0
2019-02-09,0.11000,78.0,59.0
2019-02-10,0.61000,72.0,65.0
2019-02-11,0.00000,84.0,60.0
2019-02-12,0.16000,85.0,68.0
2019-02-13,0.68000,71.0,49.0
2019-02-14,0.00000,75.0,46.0
2019-02-15,0.00000,79.0,53.0
2019-02-16,0.00000,81.0,55.0
2019-02-17,0.00000,85.0,60.0
2019-02-18,0.00001,86.0,65.0
2019-02-19,0.00000,86.0,65.0
2019-02-20,0.00001,87.0,69.0
2019-02-21,0.03000,84.0,64.0
2019-02-22,0.00000,87.0,66.0
2019-02-23,0.00001,88.0,71.0
2019-02-24,0.00000,88.0,68.0
2019-02-25,0.00000,76.0,60.0
2019-02-26,0.11000,74.0,59.0
2019-02-27,0.03000,83.0,63.0
2019-02-28,0.00000,81.0,63.0
2019-03-01,0.00000,83.0,62.0
2019-03-02,0.00000,86.0,61.0
2019-03-03,0.00000,86.0,63.0
2019-03-04,0.00001,85.0,63.0
2019-03-05,0.08000,63.0,52.0
2019-03-06,0.00000,63.0,42.0
2019-03-07,0.00000,72.0,42.0
2019-03-08,0.00000,79.0,52.0
2019-03-09,0.00000,83.0,59.0
2019-03-10,0.00000,87.0,64.0
2019-03-11,0.00000,87.0,64.0
2019-03-12,0.00000,75.0,63.0
2019-03-13,0.00000,79.0,60.0
2019-03-14,0.00000,83.0,63.0
2019-03-15,0.00000,86.0,60.0
2019-03-16,0.00001,82.0,64.0
2019-03-17,0.01000,73.0,58.0
2019-03-18,0.00001,67.0,57.0
2019-03-19,0.20000,67.0,56.0
2019-03-20,0.04000,74.0,58.0
2019-03-21,0.00000,76.0,56.0
2019-03-22,0.00000,78.0,50.0
2019-03-23,0.00000,81.0,50.0
2019-03-24,0.00000,82.0,58.0
2019-03-25,0.00000,84.0,58.0
2019-03-26,0.00000,84.0,62.0
2019-03-27,0.23000,73.0,58.0
2019-03-28,0.00001,79.0,58.0
2019-03-29,0.00000,79.0,57.0
2019-03-30,0.00000,82.0,59.0
2019-03-31,0.00000,86.0,58.0
2019-04-01,0.00001,73.0,64.0
2019-04-02,0.00001,77.0,58.0
2019-04-03,0.00000,78.0,55.0
2019-04-04,0.00000,83.0,60.0
2019-04-05,0.57000,85.0,65.0
2019-04-06,0.01000,88.0,65.0
2019-04-07,0.00000,89.0,66.0
2019-04-08,0.00001,91.0,69.0
2019-04-09,0.11000,86.0,69.0
2019-04-10,0.00001,82.0,66.0
2019-04-11,0.00000,87.0,64.0
2019-04-12,0.01000,89.0,68.0
2019-04-13,0.00000,92.0,70.0
2019-04-14,0.21000,90.0,71.0
2019-04-15,0.00001,81.0,63.0
2019-04-16,0.00000,85.0,57.0
2019-04-17,0.00000,85.0,61.0
2019-04-18,0.02000,91.0,65.0
2019-04-19,0.52000,87.0,63.0
2019-04-20,0.00001,75.0,54.0
2019-04-21,0.00000,77.0,53.0
2019-04-22,0.00000,83.0,54.0
2019-04-23,0.00000,86.0,57.0
2019-04-24,0.00000,86.0,60.0
2019-04-25,0.00000,86.0,61.0
2019-04-26,0.02000,87.0,66.0
2019-04-27,0.00000,86.0,60.0
2019-04-28,0.00000,88.0,61.0
2019-04-29,0.00000,88.0,65.0
2019-04-30,0.00000,89.0,69.0
2019-05-01,0.00001,88.0,69.0
2019-05-02,0.75000,86.0,72.0
2019-05-03,0.00000,90.0,71.0
2019-05-04,0.62000,91.0,68.0
2019-05-05,0.23000,87.0,69.0
2019-05-06,0.01000,89.0,69.0
2019-05-07,0.00001,90.0,71.0
2019-05-08,0.00000,88.0,70.0
2019-05-09,0.00001,87.0,69.0
2019-05-10,0.00000,89.0,71.0
2019-05-11,0.05000,92.0,70.0
2019-05-12,0.33000,90.0,70.0
2019-05-13,1.08000,85.0,70.0
2019-05-14,1.27000,80.0,68.0
2019-05-15,0.00000,84.0,69.0
2019-05-16,0.00000,86.0,67.0
2019-05-17,0.00000,88.0,65.0
2019-05-18,0.00000,88.0,65.0
2019-05-19,0.00000,91.0,66.0
2019-05-20,0.00000,91.0,70.0
2019-05-21,0.00000,92.0,70.0
2019-05-22,0.00000,91.0,70.0
2019-05-23,0.00000,90.0,71.0
2019-05-24,0.00000,89.0,68.0
2019-05-25,0.00000,93.0,69.0
2019-05-26,0.00000,95.0,70.0
2019-05-27,0.00000,96.0,70.0
2019-05-28,0.00000,97.0,72.0
2019-05-29,0.00000,96.0,69.0
2019-05-30,0.00000,96.0,72.0
2019-05-31,0.00000,96.0,74.0
2019-06-01,0.00001,96.0,74.0
2019-06-02,0.00001,94.0,71.0
2019-06-03,0.00001,94.0,74.0
2019-06-04,0.00000,96.0,72.0
2019-06-05,0.25000,95.0,75.0
2019-06-06,0.00001,92.0,74.0
2019-06-07,0.00001,94.0,76.0
2019-06-08,0.25000,93.0,75.0
2019-06-09,1.52000,93.0,71.0
2019-06-10,0.64000,91.0,72.0
2019-06-11,0.26000,90.0,71.0
2019-06-12,0.37000,92.0,72.0
2019-06-13,0.87000,85.0,73.0
2019-06-14,0.00001,85.0,73.0
2019-06-15,0.00000,90.0,73.0
2019-06-16,1.79000,90.0,70.0
2019-06-17,0.95000,88.0,73.0
2019-06-18,0.46000,91.0,74.0
2019-06-19,0.76000,91.0,72.0
2019-06-20,0.08000,94.0,73.0
2019-06-21,0.00000,95.0,77.0
2019-06-22,0.00000,93.0,78.0
2019-06-23,0.00001,96.0,76.0
2019-06-24,0.00000,96.0,75.0
2019-06-25,0.01000,98.0,76.0
2019-06-26,0.00000,97.0,76.0
2019-06-27,0.00000,93.0,76.0
2019-06-28,0.00001,93.0,76.0
2019-06-29,0.08000,88.0,75.0
2019-06-30,0.68000,93.0,74.0
2019-07-01,0.00001,95.0,75.0
2019-07-02,0.00001,97.0,77.0
2019-07-03,0.54000,96.0,76.0
2019-07-04,0.03000,95.0,77.0
2019-07-05,0.00001,95.0,78.0
2019-07-06,1.30000,92.0,73.0
2019-07-07,0.07000,90.0,74.0
2019-07-08,0.02000,90.0,75.0
2019-07-09,0.35000,92.0,75.0
2019-07-10,0.02000,94.0,74.0
2019-07-11,0.03000,93.0,74.0
2019-07-12,1.03000,90.0,72.0
2019-07-13,0.00000,89.0,71.0
2019-07-14,0.00000,95.0,77.0
2019-07-15,0.12000,95.0,75.0
2019-07-16,0.00001,95.0,75.0
2019-07-17,0.00001,95.0,76.0
2019-07-18,0.00000,93.0,75.0
2019-07-19,0.00001,94.0,74.0
2019-07-20,0.00000,92.0,75.0
2019-07-21,0.06000,93.0,75.0
2019-07-22,0.00001,93.0,72.0
2019-07-23,0.35000,91.0,74.0
2019-07-24,0.40000,90.0,72.0
2019-07-25,0.73000,84.0,73.0
2019-07-26,0.06000,87.0,72.0
2019-07-27,0.00000,90.0,72.0
2019-07-28,0.05000,94.0,76.0
2019-07-29,0.32000,94.0,76.0
2019-07-30,0.38000,93.0,76.0
2019-07-31,0.14000,94.0,73.0
2019-08-01,0.00001,90.0,73.0
2019-08-02,0.39000,89.0,75.0
2019-08-03,0.23000,87.0,74.0
2019-08-04,0.00000,92.0,75.0
2019-08-05,0.15000,89.0,73.0
2019-08-06,0.02000,87.0,74.0
2019-08-07,0.99000,90.0,73.0
2019-08-08,0.62000,93.0,73.0
2019-08-09,0.00000,94.0,74.0
2019-08-10,0.00000,94.0,77.0
2019-08-11,1.39000,94.0,78.0
2019-08-12,0.40000,93.0,76.0
2019-08-13,0.00000,90.0,75.0
2019-08-14,0.81000,92.0,77.0
2019-08-15,0.33000,89.0,75.0
2019-08-16,0.06000,87.0,74.0
2019-08-17,0.00000,89.0,73.0
2019-08-18,0.19000,93.0,74.0
2019-08-19,0.00000,92.0,76.0
2019-08-20,0.05000,91.0,75.0
2019-08-21,0.00000,93.0,76.0
2019-08-22,0.00000,93.0,76.0
2019-08-23,0.28000,86.0,77.0
2019-08-24,0.00000,92.0,77.0
2019-08-25,0.00000,93.0,77.0
2019-08-26,0.91000,94.0,73.0
2019-08-27,0.00000,93.0,74.0
2019-08-28,0.00001,91.0,76.0
2019-08-29,0.04000,93.0,78.0
2019-08-30,0.00001,90.0,77.0
2019-08-31,0.42000,91.0,77.0
2019-09-01,0.04000,91.0,77.0
2019-09-02,0.51000,89.0,77.0
2019-09-03,0.93000,87.0,74.0
2019-09-04,0.23000,87.0,74.0
2019-09-05,0.00000,95.0,80.0
2019-09-06,0.00000,95.0,78.0
2019-09-07,0.00000,92.0,69.0
2019-09-08,0.00000,93.0,72.0
2019-09-09,0.00000,95.0,76.0
2019-09-10,0.00000,92.0,76.0
2019-09-11,0.00001,91.0,74.0
2019-09-12,0.01000,91.0,75.0
2019-09-13,0.00001,87.0,76.0
2019-09-14,0.11000,90.0,76.0
2019-09-15,0.00001,90.0,76.0
2019-09-16,0.00001,92.0,76.0
2019-09-17,0.00000,94.0,73.0
2019-09-18,0.00001,89.0,74.0
2019-09-19,0.00000,88.0,71.0
2019-09-20,0.01000,88.0,71.0
2019-09-21,0.00000,87.0,71.0
2019-09-22,0.00000,88.0,70.0
2019-09-23,0.00000,88.0,67.0
2019-09-24,0.00000,90.0,67.0
2019-09-25,0.00000,92.0,68.0
2019-09-26,0.00000,91.0,70.0
2019-09-27,0.00000,94.0,71.0
2019-09-28,0.00001,93.0,74.0
2019-09-29,0.05000,92.0,73.0
2019-09-30,0.04000,93.0,74.0
2019-10-01,0.07000,90.0,75.0
2019-10-02,0.00001,92.0,73.0
2019-10-03,0.00000,92.0,71.0
2019-10-04,0.00000,93.0,71.0
2019-10-05,0.01000,93.0,73.0
2019-10-06,0.16000,91.0,75.0
2019-10-07,0.19000,88.0,75.0
2019-10-08,0.01000,87.0,75.0
2019-10-09,0.07000,81.0,74.0
2019-10-10,0.04000,88.0,73.0
2019-10-11,0.00000,89.0,70.0
2019-10-12,0.00000,90.0,68.0
2019-10-13,0.00000,89.0,67.0
2019-10-14,0.00000,91.0,69.0
2019-10-15,0.00000,90.0,70.0
2019-10-16,0.00001,91.0,72.0
2019-10-17,0.00000,87.0,72.0
2019-10-18,0.36000,82.0,69.0
2019-10-19,3.17000,87.0,74.0
2019-10-20,0.00000,90.0,74.0
2019-10-21,0.01000,91.0,74.0
2019-10-22,0.00000,92.0,73.0
2019-10-23,0.00000,85.0,71.0
2019-10-24,0.00000,90.0,72.0
2019-10-25,1.26000,88.0,75.0
2019-10-26,0.72000,91.0,74.0
2019-10-27,0.00001,90.0,74.0
2019-10-28,0.00000,92.0,75.0
2019-10-29,0.00000,92.0,76.0
2019-10-30,0.00000,91.0,76.0
2019-10-31,0.00000,91.0,74.0
2019-11-01,0.00001,81.0,69.0
2019-11-02,0.00001,88.0,68.0
2019-11-03,0.00000,81.0,67.0
2019-11-04,0.02000,84.0,70.0
2019-11-05,0.00001,87.0,69.0
2019-11-06,0.00001,87.0,72.0
2019-11-07,0.00000,89.0,71.0
2019-11-08,0.21000,84.0,68.0
2019-11-09,0.43000,80.0,61.0
2019-11-10,0.00000,81.0,60.0
2019-11-11,0.00000,84.0,62.0
2019-11-12,0.00001,85.0,62.0
2019-11-13,0.00001,70.0,56.0
2019-11-14,0.03000,80.0,62.0
2019-11-15,0.03000,74.0,60.0
2019-11-16,0.00000,66.0,52.0
2019-11-17,0.00000,57.0,50.0
2019-11-18,0.00000,75.0,55.0
2019-11-19,0.00000,72.0,53.0
2019-11-20,0.00000,76.0,48.0
2019-11-21,0.00000,79.0,52.0
2019-11-22,0.00000,80.0,57.0
2019-11-23,0.00000,81.0,57.0
2019-11-24,0.44000,73.0,53.0
2019-11-25,0.00000,69.0,49.0
2019-11-26,0.00000,74.0,48.0
2019-11-27,0.00000,80.0,51.0
2019-11-28,0.00000,84.0,57.0
2019-11-29,0.00000,81.0,57.0
2019-11-30,0.00000,81.0,58.0
2019-12-01,0.00000,84.0,59.0
2019-12-02,0.20000,74.0,50.0
2019-12-03,0.00000,61.0,43.0
2019-12-04,0.00000,66.0,46.0
2019-12-05,0.00000,71.0,47.0
2019-12-06,0.00000,77.0,50.0
2019-12-07,0.00000,79.0,51.0
2019-12-08,0.00000,81.0,59.0
2019-12-09,0.00000,82.0,57.0
2019-12-10,0.21000,86.0,61.0
2019-12-11,0.06000,81.0,64.0
2019-12-12,0.38000,77.0,66.0
2019-12-13,0.20000,74.0,68.0
2019-12-14,0.52000,77.0,56.0
2019-12-15,0.00000,78.0,52.0
2019-12-16,0.00000,84.0,58.0
2019-12-17,0.99000,85.0,68.0
2019-12-18,0.00001,69.0,50.0
2019-12-19,0.00000,72.0,48.0
2019-12-20,0.00001,75.0,55.0
2019-12-21,0.04000,75.0,66.0
2019-12-22,0.40000,75.0,65.0
2019-12-23,0.98000,75.0,58.0
2019-12-24,0.00001,65.0,56.0
2019-12-25,0.00001,80.0,64.0
2019-12-26,0.00001,80.0,63.0
2019-12-27,0.37000,80.0,66.0
2019-12-28,0.14000,79.0,70.0
2019-12-29,0.46000,81.0,71.0
2019-12-30,0.00001,79.0,71.0
2019-12-31,0.00000,71.0,54.0
2020-01-01,0.00000,71.0,53.0
2020-01-02,0.00000,82.0,54.0
2020-01-03,0.00000,85.0,66.0
2020-01-04,0.41000,82.0,61.0
2020-01-05,0.00000,64.0,48.0
2020-01-06,0.00000,69.0,45.0
2020-01-07,0.00000,74.0,46.0
2020-01-08,0.00000,69.0,49.0
2020-01-09,0.00000,79.0,50.0
2020-01-10,0.00000,81.0,60.0
2020-01-11,0.01000,84.0,70.0
2020-01-12,0.02000,86.0,67.0
2020-01-13,0.00000,84.0,68.0
2020-01-14,0.00000,83.0,63.0
2020-01-15,0.00001,83.0,67.0
2020-01-16,0.00000,84.0,64.0
2020-01-17,0.00000,78.0,66.0
2020-01-18,0.00000,80.0,62.0
2020-01-19,0.00000,80.0,63.0
2020-01-20,0.00001,70.0,47.0
2020-01-21,0.00000,57.0,40.0
2020-01-22,0.00001,55.0,36.0
2020-01-23,0.18000,72.0,54.0
2020-01-24,0.00001,79.0,59.0
2020-01-25,0.00000,70.0,52.0
2020-01-26,0.00000,68.0,46.0
2020-01-27,0.00001,73.0,55.0
2020-01-28,0.00000,71.0,51.0
2020-01-29,0.00001,76.0,49.0
2020-01-30,0.00001,74.0,55.0
2020-01-31,0.00001,76.0,59.0
2020-02-01,0.16000,65.0,55.0
2020-02-02,0.00000,66.0,48.0
2020-02-03,0.00000,75.0,44.0
2020-02-04,0.00000,79.0,50.0
2020-02-05,0.00000,82.0,57.0
2020-02-06,0.00000,88.0,69.0
2020-02-07,0.72000,79.0,50.0
2020-02-08,0.00000,72.0,45.0
2020-02-09,0.00000,78.0,53.0
2020-02-10,0.00000,84.0,57.0
2020-02-11,0.00000,87.0,64.0
2020-02-12,0.00000,88.0,66.0
2020-02-13,0.00000,89.0,69.0
2020-02-14,0.02000,76.0,59.0
2020-02-15,0.00000,79.0,59.0
2020-02-16,0.09000,84.0,60.0
2020-02-17,0.00000,85.0,63.0
2020-02-18,0.00000,87.0,65.0
2020-02-19,0.00001,88.0,70.0
2020-02-20,0.00000,86.0,68.0
2020-02-21,0.03000,67.0,48.0
2020-02-22,0.00000,74.0,46.0
2020-02-23,0.00000,78.0,53.0
2020-02-24,0.00000,81.0,54.0
2020-02-25,0.00000,87.0,61.0
2020-02-26,0.54000,81.0,64.0
2020-02-27,0.01000,64.0,49.0
2020-02-28,0.00000,65.0,44.0
2020-02-29,0.00001,67.0,44.0
2020-03-01,0.00000,72.0,43.0
2020-03-02,0.00000,79.0,52.0
2020-03-03,0.00000,85.0,57.0
2020-03-04,0.00000,90.0,63.0
2020-03-05,0.00001,92.0,69.0
2020-03-06,0.02000,78.0,59.0
2020-03-07,0.00000,66.0,50.0
2020-03-08,0.00000,75.0,50.0
2020-03-09,0.00001,76.0,58.0
2020-03-10,0.00001,79.0,60.0
2020-03-11,0.00000,85.0,59.0
2020-03-12,0.00000,85.0,64.0
2020-03-13,0.00000,88.0,61.0
2020-03-14,0.00000,88.0,62.0
2020-03-15,0.00000,89.0,64.0
2020-03-16,0.00000,82.0,65.0
2020-03-17,0.00000,87.0,65.0
2020-03-18,0.00000,88.0,64.0
2020-03-19,0.00000,89.0,64.0
2020-03-20,0.00000,89.0,65.0
2020-03-21,0.00000,89.0,65.0
2020-03-22,0.00000,89.0,66.0
2020-03-23,0.00000,89.0,67.0
2020-03-24,0.00000,90.0,66.0
2020-03-25,0.00000,90.0,66.0
2020-03-26,0.00000,89.0,71.0
2020-03-27,0.00000,90.0,68.0
2020-03-28,0.00000,93.0,67.0
2020-03-29,0.00000,91.0,64.0
2020-03-30,0.00000,91.0,69.0
2020-03-31,0.32000,91.0,70.0
